DEPARTAMENTO,MUNICIPIO,CODIGO DANE,ARMA MEDIO,FECHA HECHO,GENERO,AGRUPA EDAD,CANTIDAD
CAUCA,ARGELIA,19050000,ARMA DE FUEGO,1/29/2017,MASCULINO,ADULTOS,1
CAUCA,MIRANDA,19455000,ARMA DE FUEGO,1/29/2017,MASCULINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,1/29/2017,MASCULINO,ADULTOS,2
CESAR,AGUSTÍN CODAZZI,20013000,ARMA DE FUEGO,1/29/2017,MASCULINO,ADULTOS,1
CESAR,BECERRIL,20045000,ARMA DE FUEGO,1/29/2017,MASCULINO,ADULTOS,1
CHOCÓ,TADÓ,27787000,ARMA DE FUEGO,1/29/2017,FEMENINO,ADULTOS,1
CHOCÓ,TADÓ,27787000,ARMA DE FUEGO,1/29/2017,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,1/29/2017,FEMENINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,1/29/2017,MASCULINO,ADULTOS,2
CUNDINAMARCA,MOSQUERA,25473000,ARMA DE FUEGO,1/29/2017,MASCULINO,ADULTOS,1
GUAJIRA,MAICAO,44430000,ARMA DE FUEGO,1/29/2017,MASCULINO,ADULTOS,2
MAGDALENA,ARIGUANÍ,47058000,ARMA DE FUEGO,1/29/2017,MASCULINO,ADULTOS,1
META,MESETAS,50330000,ARMA DE FUEGO,1/29/2017,MASCULINO,ADULTOS,1
META,VILLAVICENCIO (CT),50001000,ARMA DE FUEGO,1/29/2017,MASCULINO,ADULTOS,1
PUTUMAYO,PUERTO ASÍS,86568000,ARMA DE FUEGO,1/29/2017,MASCULINO,ADULTOS,1
RISARALDA,DOSQUEBRADAS,66170000,ARMA DE FUEGO,1/29/2017,MASCULINO,ADULTOS,2
SAN ANDRÉS,SAN ANDRÉS (CT),88001000,ARMA DE FUEGO,1/29/2017,MASCULINO,ADOLESCENTES,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,1/29/2017,MASCULINO,ADULTOS,3
VALLE,GUACARÍ,76318000,ARMA DE FUEGO,1/29/2017,MASCULINO,ADULTOS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA DE FUEGO,1/29/2017,MASCULINO,ADULTOS,1
VALLE,ROLDANILLO,76622000,ARMA DE FUEGO,1/29/2017,MASCULINO,ADULTOS,1
VALLE,TRUJILLO,76828000,ARMA DE FUEGO,1/29/2017,MASCULINO,ADULTOS,3
VALLE,TULUÁ,76834000,ARMA DE FUEGO,1/29/2017,MASCULINO,ADULTOS,1
VALLE,YOTOCO,76890000,ARMA DE FUEGO,1/29/2017,MASCULINO,ADULTOS,1
CESAR,EL PASO,20250000,CONTUNDENTES,1/29/2017,FEMENINO,ADULTOS,1
GUAJIRA,URIBIA,44847000,CONTUNDENTES,1/29/2017,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,CONTUNDENTES,1/29/2017,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,5088000,ARMA BLANCA / CORTOPUNZANTE,1/30/2017,MASCULINO,ADULTOS,1
CESAR,VALLEDUPAR (CT),20001000,ARMA BLANCA / CORTOPUNZANTE,1/30/2017,MASCULINO,ADULTOS,1
CHOCÓ,QUIBDÓ (CT),27001000,ARMA BLANCA / CORTOPUNZANTE,1/30/2017,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,1/30/2017,MASCULINO,ADULTOS,1
RISARALDA,MARSELLA,66440000,ARMA BLANCA / CORTOPUNZANTE,1/30/2017,MASCULINO,ADOLESCENTES,1
SANTANDER,BOLÍVAR,68101000,ARMA BLANCA / CORTOPUNZANTE,1/30/2017,MASCULINO,ADULTOS,1
TOLIMA,VENADILLO,73861000,ARMA BLANCA / CORTOPUNZANTE,1/30/2017,MASCULINO,ADULTOS,1
ANTIOQUIA,ANDES,5034000,ARMA DE FUEGO,1/30/2017,MASCULINO,ADULTOS,1
ANTIOQUIA,TURBO,5837000,ARMA DE FUEGO,1/30/2017,MASCULINO,ADULTOS,1
CALDAS,LA DORADA,17380000,ARMA DE FUEGO,1/30/2017,MASCULINO,ADULTOS,1
CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,1/30/2017,MASCULINO,ADULTOS,1
GUAINÍA,INÍRIDA (CT),94001000,ARMA DE FUEGO,1/30/2017,MASCULINO,ADULTOS,1
GUAVIARE,CALAMAR,95015000,ARMA DE FUEGO,1/30/2017,MASCULINO,ADULTOS,1
META,VILLAVICENCIO (CT),50001000,ARMA DE FUEGO,1/30/2017,MASCULINO,ADULTOS,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,1/30/2017,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,EL CARMEN,54245000,ARMA DE FUEGO,1/30/2017,MASCULINO,ADULTOS,1
PUTUMAYO,PUERTO GUZMÁN,86571000,ARMA DE FUEGO,1/30/2017,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,1/30/2017,MASCULINO,ADULTOS,1
VALLE,PALMIRA,76520000,ARMA DE FUEGO,1/30/2017,MASCULINO,ADULTOS,1
VALLE,TORO,76823000,ARMA DE FUEGO,1/30/2017,FEMENINO,ADULTOS,1
VALLE,TULUÁ,76834000,ARMA DE FUEGO,1/30/2017,MASCULINO,ADULTOS,1
VALLE,ZARZAL,76895000,ARMA DE FUEGO,1/30/2017,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,5360000,ARMA BLANCA / CORTOPUNZANTE,1/31/2017,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,1/31/2017,MASCULINO,ADULTOS,1
CÓRDOBA,CERETÉ,23162000,ARMA BLANCA / CORTOPUNZANTE,1/31/2017,FEMENINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,1/31/2017,MASCULINO,ADULTOS,1
CUNDINAMARCA,SOACHA,25754000,ARMA BLANCA / CORTOPUNZANTE,1/31/2017,FEMENINO,ADULTOS,1
MAGDALENA,SANTA MARTA (CT),47001000,ARMA BLANCA / CORTOPUNZANTE,1/31/2017,MASCULINO,ADULTOS,1
META,VILLAVICENCIO (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,1/31/2017,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA (CT),66001000,ARMA BLANCA / CORTOPUNZANTE,1/31/2017,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,1/31/2017,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,1/31/2017,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,1/31/2017,MASCULINO,ADULTOS,3
ANTIOQUIA,PUERTO BERRÍO,5579000,ARMA DE FUEGO,1/31/2017,MASCULINO,ADULTOS,1
ARAUCA,SARAVENA,81736000,ARMA DE FUEGO,1/31/2017,MASCULINO,ADULTOS,1
CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753000,ARMA DE FUEGO,1/31/2017,MASCULINO,ADULTOS,1
CUNDINAMARCA,SOACHA,25754000,ARMA DE FUEGO,1/31/2017,MASCULINO,ADULTOS,1
MAGDALENA,SANTA MARTA (CT),47001000,ARMA DE FUEGO,1/31/2017,MASCULINO,ADULTOS,1
META,GRANADA,50313000,ARMA DE FUEGO,1/31/2017,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,EL CARMEN,54245000,ARMA DE FUEGO,1/31/2017,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA (CT),66001000,ARMA DE FUEGO,1/31/2017,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,1/31/2017,MASCULINO,ADULTOS,2
VALLE,JAMUNDÍ,76364000,ARMA DE FUEGO,1/31/2017,MASCULINO,ADULTOS,1
VALLE,PALMIRA,76520000,ARMA DE FUEGO,1/31/2017,MASCULINO,ADOLESCENTES,1
VALLE,PALMIRA,76520000,ARMA DE FUEGO,1/31/2017,MASCULINO,ADULTOS,1
VALLE,BUENAVENTURA,76109000,CONTUNDENTES,1/31/2017,FEMENINO,ADOLESCENTES,1
ANTIOQUIA,TARAZÁ,5790000,ARMA BLANCA / CORTOPUNZANTE,2/1/2017,MASCULINO,ADULTOS,1
CESAR,BOSCONIA,20060000,ARMA BLANCA / CORTOPUNZANTE,2/1/2017,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,2/1/2017,FEMENINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,2/1/2017,MASCULINO,ADULTOS,1
CUNDINAMARCA,SOACHA,25754000,ARMA BLANCA / CORTOPUNZANTE,2/1/2017,MASCULINO,ADULTOS,1
SANTANDER,BUCARAMANGA (CT),68001000,ARMA BLANCA / CORTOPUNZANTE,2/1/2017,MASCULINO,ADULTOS,1
ANTIOQUIA,LA PINTADA,5390000,ARMA DE FUEGO,2/1/2017,FEMENINO,ADULTOS,1
ANTIOQUIA,LA PINTADA,5390000,ARMA DE FUEGO,2/1/2017,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,2/1/2017,MASCULINO,ADULTOS,1
ANTIOQUIA,SEGOVIA,5736000,ARMA DE FUEGO,2/1/2017,MASCULINO,ADULTOS,1
ATLÁNTICO,SOLEDAD,8758000,ARMA DE FUEGO,2/1/2017,MASCULINO,ADULTOS,1
CHOCÓ,MEDIO SAN JUAN,27450000,ARMA DE FUEGO,2/1/2017,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,2/1/2017,FEMENINO,ADULTOS,2
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,2/1/2017,MASCULINO,ADULTOS,1
META,SAN JUAN DE ARAMA,50683000,ARMA DE FUEGO,2/1/2017,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,LOS PATIOS,54405000,ARMA DE FUEGO,2/1/2017,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,TIBÚ,54810000,ARMA DE FUEGO,2/1/2017,MASCULINO,ADULTOS,1
SUCRE,SANTIAGO DE TOLÚ,70820000,ARMA DE FUEGO,2/1/2017,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,2/1/2017,MASCULINO,ADULTOS,2
VALLE,PALMIRA,76520000,ARMA DE FUEGO,2/1/2017,MASCULINO,ADULTOS,1
VALLE,TULUÁ,76834000,ARMA DE FUEGO,2/1/2017,MASCULINO,ADULTOS,1
CESAR,GAMARRA,20295000,ARMA BLANCA / CORTOPUNZANTE,2/2/2017,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,2/2/2017,MASCULINO,ADULTOS,1
CUNDINAMARCA,SOACHA,25754000,ARMA BLANCA / CORTOPUNZANTE,2/2/2017,MASCULINO,ADULTOS,1
CUNDINAMARCA,TENJO,25799000,ARMA BLANCA / CORTOPUNZANTE,2/2/2017,MASCULINO,ADULTOS,1
RISARALDA,SANTA ROSA DE CABAL,66682000,ARMA BLANCA / CORTOPUNZANTE,2/2/2017,MASCULINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,5154000,ARMA DE FUEGO,2/2/2017,MASCULINO,ADULTOS,1
ANTIOQUIA,PEÑOL,5541000,ARMA DE FUEGO,2/2/2017,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,SABANALARGA,5628000,ARMA DE FUEGO,2/2/2017,MASCULINO,ADULTOS,1
ATLÁNTICO,MALAMBO,8433000,ARMA DE FUEGO,2/2/2017,MASCULINO,ADULTOS,2
ATLÁNTICO,SOLEDAD,8758000,ARMA DE FUEGO,2/2/2017,MASCULINO,ADULTOS,1
CALDAS,MANIZALES (CT),17001000,ARMA DE FUEGO,2/2/2017,MASCULINO,ADULTOS,1
CAQUETÁ,EL PAUJIL,18256000,ARMA DE FUEGO,2/2/2017,MASCULINO,ADULTOS,1
CHOCÓ,ISTMINA,27361000,ARMA DE FUEGO,2/2/2017,MASCULINO,ADULTOS,1
CHOCÓ,LLORÓ,27413000,ARMA DE FUEGO,2/2/2017,MASCULINO,ADULTOS,1
CÓRDOBA,LORICA,23417000,ARMA DE FUEGO,2/2/2017,MASCULINO,ADULTOS,1
CÓRDOBA,SAN BERNARDO DEL VIENTO,23675000,ARMA DE FUEGO,2/2/2017,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,2/2/2017,MASCULINO,ADULTOS,1
GUAVIARE,CALAMAR,95015000,ARMA DE FUEGO,2/2/2017,MASCULINO,ADULTOS,2
PUTUMAYO,PUERTO ASÍS,86568000,ARMA DE FUEGO,2/2/2017,MASCULINO,ADULTOS,1
QUINDÍO,CALARCA,63130000,ARMA DE FUEGO,2/2/2017,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA (CT),66001000,ARMA DE FUEGO,2/2/2017,MASCULINO,ADOLESCENTES,1
SANTANDER,BUCARAMANGA (CT),68001000,ARMA DE FUEGO,2/2/2017,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,2/2/2017,FEMENINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,2/2/2017,MASCULINO,ADULTOS,4
VALLE,CARTAGO,76147000,ARMA DE FUEGO,2/2/2017,MASCULINO,ADULTOS,1
VALLE,JAMUNDÍ,76364000,ARMA DE FUEGO,2/2/2017,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,CINTAS/CINTURON,2/2/2017,FEMENINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,2/2/2017,MASCULINO,ADULTOS,1
CUNDINAMARCA,LA VEGA,25402000,CONTUNDENTES,2/2/2017,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,SIN EMPLEO DE ARMAS,2/2/2017,MASCULINO,ADULTOS,1
PUTUMAYO,MOCOA (CT),86001000,SIN EMPLEO DE ARMAS,2/2/2017,FEMENINO,ADOLESCENTES,1
CASANARE,OROCUÉ,85230000,ARMA BLANCA / CORTOPUNZANTE,2/3/2017,FEMENINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,2/3/2017,MASCULINO,ADULTOS,2
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA BLANCA / CORTOPUNZANTE,2/3/2017,MASCULINO,ADULTOS,1
ANTIOQUIA,FREDONIA,5282000,ARMA DE FUEGO,2/3/2017,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,2/3/2017,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,2/3/2017,MASCULINO,ADULTOS,1
ARAUCA,SARAVENA,81736000,ARMA DE FUEGO,2/3/2017,MASCULINO,ADULTOS,1
ATLÁNTICO,BARRANQUILLA (CT),8001000,ARMA DE FUEGO,2/3/2017,MASCULINO,ADULTOS,2
ATLÁNTICO,SOLEDAD,8758000,ARMA DE FUEGO,2/3/2017,MASCULINO,ADOLESCENTES,1
CALDAS,CHINCHINÁ,17174000,ARMA DE FUEGO,2/3/2017,MASCULINO,ADULTOS,1
CALDAS,MANIZALES (CT),17001000,ARMA DE FUEGO,2/3/2017,MASCULINO,ADULTOS,1
CAUCA,VILLA RICA,19845000,ARMA DE FUEGO,2/3/2017,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,2/3/2017,MASCULINO,ADULTOS,1
CUNDINAMARCA,COGUA,25200000,ARMA DE FUEGO,2/3/2017,MASCULINO,ADULTOS,1
MAGDALENA,SANTA MARTA (CT),47001000,ARMA DE FUEGO,2/3/2017,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,TIBÚ,54810000,ARMA DE FUEGO,2/3/2017,FEMENINO,ADULTOS,1
NORTE DE SANTANDER,TIBÚ,54810000,ARMA DE FUEGO,2/3/2017,MASCULINO,ADULTOS,2
NORTE DE SANTANDER,VILLA DEL ROSARIO,54874000,ARMA DE FUEGO,2/3/2017,MASCULINO,ADOLESCENTES,1
RISARALDA,LA VIRGINIA,66400000,ARMA DE FUEGO,2/3/2017,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA (CT),66001000,ARMA DE FUEGO,2/3/2017,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,2/3/2017,MASCULINO,ADOLESCENTES,2
VALLE,CANDELARIA,76130000,ARMA DE FUEGO,2/3/2017,MASCULINO,ADULTOS,1
VALLE,TULUÁ,76834000,ARMA DE FUEGO,2/3/2017,MASCULINO,ADULTOS,1
VALLE,YUMBO,76892000,ARMA DE FUEGO,2/3/2017,MASCULINO,ADULTOS,2
ATLÁNTICO,BARRANQUILLA (CT),8001000,CONTUNDENTES,2/3/2017,FEMENINO,ADULTOS,1
GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),95001000,CUERDA/SOGA/CADENA,2/3/2017,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,EL CARMEN,54245000,CUERDA/SOGA/CADENA,2/3/2017,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,BETANIA,5091000,ARMA BLANCA / CORTOPUNZANTE,2/4/2017,MASCULINO,ADULTOS,1
ANTIOQUIA,YARUMAL,5887000,ARMA BLANCA / CORTOPUNZANTE,2/4/2017,FEMENINO,ADULTOS,1
CAQUETÁ,FLORENCIA (CT),18001000,ARMA BLANCA / CORTOPUNZANTE,2/4/2017,MASCULINO,ADULTOS,1
CAUCA,PAEZ,19517000,ARMA BLANCA / CORTOPUNZANTE,2/4/2017,MASCULINO,ADULTOS,1
CAUCA,POPAYÁN (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,2/4/2017,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,2/4/2017,MASCULINO,ADULTOS,2
CUNDINAMARCA,SOACHA,25754000,ARMA BLANCA / CORTOPUNZANTE,2/4/2017,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,2/4/2017,MASCULINO,ADULTOS,2
ANTIOQUIA,APARTADÓ,5045000,ARMA DE FUEGO,2/4/2017,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,5088000,ARMA DE FUEGO,2/4/2017,MASCULINO,ADULTOS,2
ANTIOQUIA,GIRALDO,5306000,ARMA DE FUEGO,2/4/2017,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,2/4/2017,MASCULINO,ADULTOS,2
ANTIOQUIA,RIONEGRO,5615000,ARMA DE FUEGO,2/4/2017,MASCULINO,ADULTOS,1
ANTIOQUIA,URRAO,5847000,ARMA DE FUEGO,2/4/2017,MASCULINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,2/4/2017,MASCULINO,ADULTOS,2
CESAR,EL COPEY,20238000,ARMA DE FUEGO,2/4/2017,MASCULINO,ADULTOS,1
CHOCÓ,UNIÓN PANAMERICANA,27810000,ARMA DE FUEGO,2/4/2017,FEMENINO,ADULTOS,1
CHOCÓ,UNIÓN PANAMERICANA,27810000,ARMA DE FUEGO,2/4/2017,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,2/4/2017,MASCULINO,ADULTOS,3
GUAJIRA,RIOHACHA (CT),44001000,ARMA DE FUEGO,2/4/2017,MASCULINO,ADULTOS,2
MAGDALENA,CIÉNAGA,47189000,ARMA DE FUEGO,2/4/2017,MASCULINO,ADULTOS,1
NARIÑO,EL PEÑOL,52254000,ARMA DE FUEGO,2/4/2017,MASCULINO,ADULTOS,1
TOLIMA,ESPINAL,73268000,ARMA DE FUEGO,2/4/2017,MASCULINO,ADULTOS,1
TOLIMA,FLANDES,73275000,ARMA DE FUEGO,2/4/2017,MASCULINO,ADULTOS,1
TOLIMA,HONDA,73349000,ARMA DE FUEGO,2/4/2017,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,2/4/2017,FEMENINO,ADOLESCENTES,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,2/4/2017,MASCULINO,ADULTOS,3
VALLE,PALMIRA,76520000,ARMA DE FUEGO,2/4/2017,MASCULINO,ADULTOS,1
VALLE,ROLDANILLO,76622000,ARMA DE FUEGO,2/4/2017,MASCULINO,ADULTOS,1
VALLE,VIJES,76869000,ARMA DE FUEGO,2/4/2017,MASCULINO,ADULTOS,1
VALLE,YUMBO,76892000,ARMA DE FUEGO,2/4/2017,MASCULINO,ADULTOS,1
BOYACÁ,TUNJA (CT),15001000,CONTUNDENTES,2/4/2017,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,2/5/2017,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,2/5/2017,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,2/5/2017,MASCULINO,MENORES,1
ANTIOQUIA,YONDÓ,5893000,ARMA BLANCA / CORTOPUNZANTE,2/5/2017,FEMENINO,ADULTOS,1
ATLÁNTICO,BARRANQUILLA (CT),8001000,ARMA BLANCA / CORTOPUNZANTE,2/5/2017,MASCULINO,ADULTOS,1
CAUCA,SUÁREZ,19780000,ARMA BLANCA / CORTOPUNZANTE,2/5/2017,FEMENINO,ADULTOS,1
CESAR,VALLEDUPAR (CT),20001000,ARMA BLANCA / CORTOPUNZANTE,2/5/2017,MASCULINO,ADOLESCENTES,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,2/5/2017,MASCULINO,ADULTOS,1
META,VILLAVICENCIO (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,2/5/2017,MASCULINO,ADULTOS,1
NARIÑO,PASTO (CT),52001000,ARMA BLANCA / CORTOPUNZANTE,2/5/2017,MASCULINO,ADULTOS,1
SANTANDER,BUCARAMANGA (CT),68001000,ARMA BLANCA / CORTOPUNZANTE,2/5/2017,MASCULINO,ADULTOS,1
TOLIMA,CUNDAY,73226000,ARMA BLANCA / CORTOPUNZANTE,2/5/2017,MASCULINO,ADULTOS,1
TOLIMA,IBAGUÉ (CT),73001000,ARMA BLANCA / CORTOPUNZANTE,2/5/2017,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,2/5/2017,MASCULINO,ADULTOS,1
VALLE,SEVILLA,76736000,ARMA BLANCA / CORTOPUNZANTE,2/5/2017,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,2/5/2017,MASCULINO,ADULTOS,2
ANTIOQUIA,SANTA BÁRBARA,5679000,ARMA DE FUEGO,2/5/2017,MASCULINO,ADULTOS,1
ANTIOQUIA,TURBO,5837000,ARMA DE FUEGO,2/5/2017,MASCULINO,ADULTOS,1
BOLÍVAR,ARJONA,13052000,ARMA DE FUEGO,2/5/2017,MASCULINO,ADOLESCENTES,1
BOLÍVAR,CARTAGENA (CT),13001000,ARMA DE FUEGO,2/5/2017,MASCULINO,ADULTOS,1
BOLÍVAR,MAGANGUÉ,13430000,ARMA DE FUEGO,2/5/2017,MASCULINO,ADULTOS,1
BOYACÁ,MARIPÍ,15442000,ARMA DE FUEGO,2/5/2017,MASCULINO,ADULTOS,1
CAQUETÁ,LA MONTAÑITA,18410000,ARMA DE FUEGO,2/5/2017,MASCULINO,ADULTOS,1
CAUCA,CORINTO,19212000,ARMA DE FUEGO,2/5/2017,MASCULINO,ADULTOS,1
CAUCA,SUÁREZ,19780000,ARMA DE FUEGO,2/5/2017,MASCULINO,ADULTOS,1
CAUCA,TIMBÍO,19807000,ARMA DE FUEGO,2/5/2017,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,2/5/2017,MASCULINO,ADULTOS,1
CUNDINAMARCA,GIRARDOT,25307000,ARMA DE FUEGO,2/5/2017,MASCULINO,ADULTOS,1
CUNDINAMARCA,SOACHA,25754000,ARMA DE FUEGO,2/5/2017,MASCULINO,ADULTOS,2
NARIÑO,EL ROSARIO,52256000,ARMA DE FUEGO,2/5/2017,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,2/5/2017,MASCULINO,ADULTOS,1
QUINDÍO,MONTENEGRO,63470000,ARMA DE FUEGO,2/5/2017,MASCULINO,ADULTOS,1
TOLIMA,VALLE DE SAN JUAN,73854000,ARMA DE FUEGO,2/5/2017,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,2/5/2017,MASCULINO,ADOLESCENTES,2
VALLE,CALI (CT),76001000,ARMA DE FUEGO,2/5/2017,MASCULINO,ADULTOS,4
VALLE,PALMIRA,76520000,ARMA DE FUEGO,2/5/2017,FEMENINO,ADULTOS,1
VALLE,ROLDANILLO,76622000,ARMA DE FUEGO,2/5/2017,MASCULINO,ADULTOS,1
VALLE,YUMBO,76892000,ARMA DE FUEGO,2/5/2017,MASCULINO,ADULTOS,1
MAGDALENA,CIÉNAGA,47189000,CONTUNDENTES,2/5/2017,MASCULINO,ADULTOS,1
ANTIOQUIA,CAREPA,5147000,ARMA BLANCA / CORTOPUNZANTE,2/6/2017,MASCULINO,ADOLESCENTES,1
CASANARE,PAZ DE ARIPORO,85250000,ARMA BLANCA / CORTOPUNZANTE,2/6/2017,MASCULINO,ADULTOS,1
CHOCÓ,ACANDÍ,27006000,ARMA BLANCA / CORTOPUNZANTE,2/6/2017,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,2/6/2017,MASCULINO,ADULTOS,2
SANTANDER,BUCARAMANGA (CT),68001000,ARMA BLANCA / CORTOPUNZANTE,2/6/2017,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,2/6/2017,MASCULINO,ADULTOS,1
ANTIOQUIA,CONCORDIA,5209000,ARMA DE FUEGO,2/6/2017,MASCULINO,ADULTOS,1
ANTIOQUIA,EL CARMEN DE VIBORAL,5148000,ARMA DE FUEGO,2/6/2017,MASCULINO,ADULTOS,1
ANTIOQUIA,YARUMAL,5887000,ARMA DE FUEGO,2/6/2017,MASCULINO,ADULTOS,1
BOLÍVAR,CARTAGENA (CT),13001000,ARMA DE FUEGO,2/6/2017,MASCULINO,ADULTOS,2
CALDAS,NEIRA,17486000,ARMA DE FUEGO,2/6/2017,MASCULINO,ADULTOS,1
CAUCA,BALBOA,19075000,ARMA DE FUEGO,2/6/2017,MASCULINO,ADULTOS,1
